poiID,type,poiName,overview,xmlID,street,town,postcode,area,county,country,telephone,telephoneTitle1,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneDetail2,telephoneTitle3,telephone3,telephoneDetail3,telephoneTitle4,telephone4,url,train ,tube,tram,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,Price - to be deleted once entered,adult,concessions,child,childText,priceText,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,seoURL,metaTITLE,metaDESC,taxonomy - to be deleted later,cuisine,priceCat,additional_info,whatsOnTitle1,whatsOnTicketPrice1,whatsOnTheme1,whatsOnDescription1,boxOfficeTelephone1,whatsOnURL1,whatsOnStartDate1,whatsOnEndDate1,whatsOnRepeat1,whatsOnTitle2,whatsOnTicketPrice2,whatsOnTheme2,whatsOnDescription2,boxOfficeTelephone2,whatsOnURL2,whatsOnStartDate2,whatsOnEndDate2,whatsOnRepeat2,whatsOnTitle3,whatsOnTicketPrice3,whatsOnTheme3,whatsOnDescription3,boxOfficeTelephone3,whatsOnURL3,whatsOnStartDate3,whatsOnEndDate3,whatsOnRepeat3,whatsOnTitle4,whatsOnTicketPrice4,whatsOnTheme4,whatsOnDescription4,boxOfficeTelephone4,whatsOnURL4,whatsOnStartDate4,whatsOnEndDate4,whatsOnRepeat4,whatsOnTitle5,whatsOnTicketPrice5,whatsOnTheme5,whatsOnDescription5,boxOfficeTelephone5,whatsOnURL5,whatsOnStartDate5,whatsOnEndDate5,whatsOnRepeat5,whatsOnTitle6,whatsOnTicketPrice6,whatsOnTheme6,whatsOnDescription6,boxOfficeTelephone6,whatsOnURL6,whatsOnStartDate6,whatsOnEndDate6,whatsOnRepeat6,whatsOnTitle7,whatsOnTicketPrice7,whatsOnTheme7,whatsOnDescription7,boxOfficeTelephone7,whatsOnURL7,whatsOnStartDate7,whatsOnEndDate7,whatsOnRepeat7,whatsOnTitle8,whatsOnTicketPrice8,whatsOnTheme8,whatsOnDescription8,boxOfficeTelephone8,whatsOnURL8,whatsOnStartDate8,whatsOnEndDate8,whatsOnRepeat8,whatsOnTitle9,whatsOnTicketPrice9,whatsOnTheme9,whatsOnDescription9,boxOfficeTelephone9,whatsOnURL9,whatsOnStartDate9,whatsOnEndDate9,whatsOnRepeat9,whatsOnTitle10,whatsOnTicketPrice10,whatsOnTheme10,whatsOnDescription10,boxOfficeTelephone10,whatsOnURL10,whatsOnStartDate10,whatsOnEndDate10,whatsOnRepeat10,whatsOnTitle11,whatsOnTicketPrice11,whatsOnTheme11,whatsOnDescription11,boxOfficeTelephone11,whatsOnURL11,whatsOnStartDate11,whatsOnEndDate11,whatsOnRepeat11,whatsOnTitle12,whatsOnTicketPrice12,whatsOnTheme12,whatsOnDescription12,boxOfficeTelephone12,whatsOnURL12,whatsOnStartDate12,whatsOnEndDate12,whatsOnRepeat12,whatsOnTitle13,whatsOnTicketPrice13,whatsOnTheme13,whatsOnDescription13,boxOfficeTelephone13,whatsOnURL13,whatsOnStartDate13,whatsOnEndDate13,whatsOnRepeat9,whatsOnTitle14,whatsOnTicketPrice14,whatsOnTheme14,whatsOnDescription14,boxOfficeTelephone14,whatsOnURL14,whatsOnStartDate14,whatsOnEndDate14,whatsOnRepeat9,whatsOnTitle15,whatsOnTicketPrice15,whatsOnTheme15,whatsOnDescription15,boxOfficeTelephone15,whatsOnURL15,whatsOnStartDate15,whatsOnEndDate15,whatsOnRepeat15,whatsOnTitle16,whatsOnTicketPrice16,whatsOnTheme16,whatsOnDescription16,boxOfficeTelephone16,whatsOnURL16,whatsOnStartDate16,whatsOnEndDate16,whatsOnRepeat16,whatsOnTitle17,whatsOnTicketPrice17,whatsOnTheme17,whatsOnDescription17,boxOfficeTelephone17,whatsOnURL17,whatsOnStartDate17,whatsOnEndDate17,whatsOnRepeat17,whatsOnTitle18,whatsOnTicketPrice18,whatsOnTheme18,whatsOnDescription18,boxOfficeTelephone18,whatsOnURL18,whatsOnStartDate18,whatsOnEndDate18,whatsOnRepeat18,whatsOnTitle19,whatsOnTicketPrice19,whatsOnTheme19,whatsOnDescription19,boxOfficeTelephone19,whatsOnURL19,whatsOnStartDate19,whatsOnEndDate19,whatsOnRepeat19,whatsOnTitle20,whatsOnTicketPrice20,whatsOnTheme20,whatsOnDescription20,boxOfficeTelephone20,whatsOnURL20,whatsOnStartDate20,whatsOnEndDate20,whatsOnRepeat20,whatsOnTitle21,whatsOnTicketPrice21,whatsOnTheme21,whatsOnDescription21,boxOfficeTelephone21,whatsOnURL21,whatsOnStartDate21,whatsOnEndDate21,whatsOnRepeat21,related
rome_sight_1188,catalogue,Via del Corso,"<p>Rome&rsquo;s central axis street, <strong>Via del Corso</strong> &ndash; more commonly known as the Corso &ndash; is lined by a variety of shops, from music stores to shoe retailers.</p>",TT_ROME068SHOSTR_002,Via del Corso,Rome,00186,Piazza di Spagna & Trevi Fountain,,Italy,,,,,,,,,,,,,,,"Spagna, Barberini",,"117, 119",,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.9067182483692,12.4780252575874,FALSE,,FALSE,Shopping,Shopping,shopping,Via del Corso Rome | The Corso in Rome,"Via del Corso, commonly known as the Corso, is a main street in Rome lined with shops. Plan your shopping trop to Via del Corso in Rome with DK Trip Planner.",Shopping Streets | Attraction |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_1189,catalogue,Via del Governo Vecchio,"<p>Once part of the Via Papalis, the processional route leading from the Lateran to St Peter&rsquo;s, <strong>Via del Governo Vecchio</strong> is lined with 15th- and 16th-century houses and small workshops. Particularly impressive are those at Nos. 104 and 106. The small palazzo at No. 123 was once thought to have been the home of Bramante. Opposite is Palazzo del Governo Vecchio, also known as Palazzo Nardini, as inscribed on the first-floor windows along with the date 1477. </p>",EWTG_ROME124VIADEL,Via del Governo Vecchio,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,,,,"40, 46, 62, 64, 116T, 190F, 571, 916, 916F, N5, N15, N20",,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.898471,12.470096,FALSE,,FALSE,FALSE,Historic Sights and Landmarks,famous-landmarks,,,"Historic Buildings, Streets and Piazzas | PIAZZA NAVONA |",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_1191,catalogue,Via Giulia,"<p>A perfectly straight, cobbled street lined with Renaissance palaces and churches, <strong>Via Giulia</strong> was laid out in the early 16th century on the orders of Pope Julius II to link the centre of Rome with St Peter&rsquo;s.  </p><p>On approaching from Piazza Farnese, look out for an arch covered with creepers. This was intended to be the first arch of a viaduct designed by Michelangelo to link Palazzo Farnese with Villa Farnese on the other side of the Tiber, but it was never finished. Just below the arch is a grotesque fountain, the Mascherone. Also on the street is a church decorated with grimacing skulls, Santa Maria dell&rsquo;Orazione e Morte, whose priests had the job of collecting the corpses of poor people and giving them a Christian burial. Beyond this is a huge orange building &ndash; once the city prison and the church of San Biagio della Pagnotta. The church&rsquo;s patron saint is believed to have the power to cure sore throats, and people still visit to be healed by holding two candles to their throats.</p>","EWTG_ROME153VIAGIU, TT_ROME104BESRES_007_R13, EWFG_ROME133VIAGIU",Via Giulia,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,,,Arenula-Ministero Grazia E Giustizia,"C3, 8, 23, 46, 62, 64, 70, 81, 87, 116, 186, 280, 492, 571, 628, 870, 916",,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.896793,12.467614,FALSE,,FALSE,FALSE,"Religious Buildings, Shopping, Fountains and Obelisks, Historic Sights and Landmarks",places-of-worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_1195,,Via Mamiani Market,"<p>Located in a huge covered square, <strong>Via Mamiani Market </strong>is Rome’s largest market for the freshest foodstuffs, as well as clothing, luggage, leather goods and wine.</p>",TT_ROME069TOP10_003,Via Mamiani,Rome,00185,Esquiline & Lateran,,Italy,,,,,,,,,,,,,,Termini Laziali,Vittorio Emanuele,Farini,"70, 71, N18",Mon–Sat mornings only,,Sun,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.896443,12.5053229999999,FALSE,,FALSE,FALSE,Shopping,shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_1198,catalogue,Via Margutta,"<p>The cobbled <strong>Via Margutta</strong> is famous for its wonderful range of art, antiques and antiquities shops. Nos. 45 and 86 often have stunning merchandise for sale, whereas No. 109 specializes in more affordable copies of antiquities.</p>",TT_ROME068SHOSTR_007,Via Margutta,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,,,,,,,,,,,,,,Spagna,,"117, 119",,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.908593,12.479567,FALSE,,FALSE,Shopping,Shopping,shopping,Via Margutta Rome | Shopping at Via Margutta,Via Margutta is a street in Rome famous for its antique and art shops. Plan your shopping trip to Via Margutta in Rome with DK Trip Planner today.,Shopping Streets |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_1200,catalogue,Via Sannio Market,"<p><strong>Via Sannio</strong> <strong>Market </strong>is a good bet for new, reasonably priced leather jackets and good-condition second-hand clothing, as well as a variety of fake designer brands.</p>","TT_ROME069TOP10_004, TT_ROME130CLODIS_001",Via Sannio,Rome,00183,Esquiline & Lateran,,Italy,,,,,,,,,,,,,,,S. Giovanni,Porta San Giovanni-Carlo Felice,"16, 81, 85, 87, 218, 360, 665, 673, 810",Mon–Sat mornings only,,Sun,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.884008,12.507408,FALSE,,FALSE,FALSE,Shopping,shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_1204,,Via Veneto,"<p>Lined in its upper reaches with exuberant hotels and canopied pavement caf&eacute;s, <strong>Via Veneto</strong> is one of Rome&rsquo;s best-known (and most expensive) streets. </p><p>Descending in a lazy curve from the Porta Pinciana to Piazza Barberini, the street was laid out in 1879 over a large estate sold by the Ludovisi family in the great building boom of Rome&rsquo;s first years as capital of Italy. Palazzo Margherita, intended to be the new Ludovisi family palazzo, was completed in 1890. In the 1960s Via Veneto was the most glamorous street in Rome, its luxury hotels and caf&eacute;s patronized by film stars and plagued by paparazzi. It had a starring role in Federico Fellini&rsquo;s film <em>La Dolce Vita</em> (1960). At the foot of Via Veneto is the plain, unassuming church of Santa Maria della Concezione, with the haunting Capuchin Crypt catacombs located underneath.</p>","EWFG_ROME161VIAVIT, TT_ROME132QUIVIA_006, EWTG_ROME254VIAVEN",Via Veneto,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,06 4201 4995,,,,,,,,,,,,,,Barberini,,"C3, 52, 53, 61, 62, 63, 80, 80B, 83, 85, 116, 116T, 150F, 160, 160F, 175, 492, 590, 630, N1, N4",,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.906243,12.48982,FALSE,,FALSE,FALSE,"Cafés and Bars, Religious Buildings, Historic Sights and Landmarks",food-and-drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Maria della Concezione, Capuchin Crypt"
rome_sight_1209,catalogue,Villa Ada,"<p>Originally the hunting reserve of King Vittorio Emanuele III, the expansive <strong>Villa Ada </strong>has rolling lawns, serene waters and copses. This is the perfect spot for those in need of an antidote to the fumes and noise of the city. </p>",TT_ROME062GRESPA_007,Via Salaria 265,Rome,00199,Beyond the Centre,,Italy,,,,,,,,,,,,,,,S.agnese/annibaliano,,"63, 92, 310, N13",Dawn–dusk,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.9237140033344,12.5028491020202,FALSE,,FALSE,Green Spaces,Green Spaces,outdoors,Villa Ada Rome | Visit Villa Ada Park,"The Villa Ada is the second largest park in Rome, featuring a lake and beautiful scenery. Plan your trip to the Villa Ada Park in Rome with DK Trip Planner.",Green Spaces | Attraction |,,,,Roma Incontra il Mondo,Tickets €5.00–23.00,"Seasonal and Outside, Classical and Contemporary Music","<p>Since 1994, the &ldquo;Rome Meets the World&rdquo; festival has taken place in Villa Ada park every summer from June to August. The nightly concerts focus on the theme of &ldquo;world music&rdquo; and include musicians performing a variety of styles from countries all over the world. Some Italian artists also take part.</p>",06 9760 2968,www.villaada.org/,June 2014,August 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_1210,catalogue,Villa Aldobrandini,"<p>The stunning 16th-century <strong>Villa Aldobrandini</strong> is closed to the public, but its gardens and terraces &ndash; hidden behind a high wall that runs along Via Nazionale &ndash; offer an oasis of tranquility in the centre of the city.</p><p>Built for the Dukes of Urbino and acquired for his family by Pope Clement VIII Aldobrandini (reigned 1592&ndash;1605), the villa is now government property and houses an international law library. Access to the grounds is reached through an iron gate in Via Mazzarino, where steps lead up past 2nd-century AD ruins. Gravel paths lead between formal lawns and clearly marked specimen trees, and benches are provided for the weary. Since the garden is raised some 10 m (30 ft) above street level, the views are excellent. </p>",EWTG_ROME165VILALD,"Via Panisperna, entrance to gardens: Via Mazzarino 1",Rome,00184,Piazza di Spagna & Trevi Fountain,,Italy,,,,,,,,,,,,,,,Repubblica,,"40, 60, 64, 70, 71, 117, 170",<p><strong>Gardens</strong>: dawn–dusk daily</p><p><strong>Villa</strong>: closed to the public</p>,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.896647,12.488106,FALSE,,FALSE,FALSE,Green Spaces,outdoors,,,QUIRINAL |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villa d’Este
rome_sight_1211,catalogue,Villa Borghese,"<p>One of Rome&rsquo;s largest green spaces, the elegant <strong>Villa Borghese </strong>was designed in 1605 as a private pleasure park for Cardinal Scipione Borghese. Most of the original attractions have now gone, although there is still plenty to do in this charming Renaissance villa.</p><p class=""p3"">The park was the first of its kind in Rome, containing 400 newly planted pine trees, a garden sculpture by Bernini&rsquo;s father, Pietro, and dramatic waterworks built by Giovanni Fontana. The layout of the formal gardens was imitated by other prominent Roman families at Villa Ludovisi and Villa Doria Pamphilj. In the early 19th century, Prince Camillo Borghese assembled the family&rsquo;s magnificent art collection in the Casino Borghese, now the home of the Galleria and Museo Borghese. There are two other world-class museums within the grounds: Villa Giulia and the Galleria Nazionale d&rsquo;arte Moderna. Within its 6-km (4-mile) circumference there are also foreign academies, schools of archaeology, a zoo, a riding school, a grassy amphitheatre, an artificial lake, an aviary, and an array of summerhouses, fountains, Neo-Classical statuary and exotic follies.</p><p class=""p3"">In the centre of the park is the Giardino del Lago, its main entrance marked by an 18th-century copy of the Arch of Septimius Severus. The garden has an artificial lake complete with an Ionic temple to Aesculapius, the god of healing, by the 18th-century architect Antonio Asprucci. Rowing boats and ducks make the lake a favourite with children; banana trees and bamboo grow around the shore, and clearings are studded with sculptures. The park is a delight to explore on two wheels: bike rental stands are scattered throughout the grounds.</p>","EWTG_ROME258VILBOR, TT_ROME060ROMSPO_004, TT_ROME062GRESPA_001_R13, TT_ROME064ROMCHI_001_R12, EWFG_ROME168VILBOR, TT_ROME108SPASTE_009_R13","Entrances at Piazzale Flaminio, Porta Pinciana & Pincio Gardens, Casina di Raffaello: Piazza di Siena, Globe Theatre: Largo Aqua Felix, Teatro San Carlino: Viale dei Bambini, Cinema dei Piccoli: Viale della Pineta 15",Rome,00197,Villa Borghese & Northern Rome,,Italy,,Teatro San Carlino,06 6992 2117,,Cinema dei Piccoli,06 855 3485,,,,,,,,Flaminio,"Flaminio, Spagna","Flaminio, Galleria Arte Moderna","52, 53, 61, 88, 89, 95, 116, 120F, 150F, 160, 160F, 490, 491, 495, C3, M, N1, N25","<p><strong>Park</strong>: Sunrise–sunset</p><p><strong>Casina di Raffaello</strong>: Nov–Feb: 9am–3:30pm Tue–Fri, 10am–6pm Sat, Sun & hols (closed 25 Dec & 1 Jan); Mar–Oct: 9am–6pm Tue–Fri, 10am–7pm Sat, Sun & hols (closed 1 May)</p><p><strong>Globe Theatre</strong>: Guided tours & performances only</p><p><strong>Cinema dei Piccoli</strong>: Shows only</p>",,,,,,,,,,,7,5,5,Prices for Casina di Raffaello,<p>Adults &euro;7.00</p><p>Concessions &euro;5.00</p><p>Children &euro;5.00</p><p>Prices for Casina di Raffaello</p>,EUR,41.913024,12.486001,FALSE,,FALSE,"Green Spaces, Family Friendly",Green Spaces,outdoors,Villa Borghese Rome | Visit Villa Borghese Garden,"Villa Borghese is one of Rome’s largest green spaces, and contains a beautiful lake. Plan your trip to the Villa Borghese garden with DK Trip Planner today.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villa d’Este
rome_sight_1218,catalogue,Villa Celimontana,"<p>Continuing a tradition that has lasted for 500 years, <strong>Villa Celimontana </strong>is Rome&rsquo;s favourite picnicking spot.</p><p class=""p2"">The Dukes of Mattei bought this land in 1553 and transformed the vineyards that covered the hillside into a formal garden. As well as palms and other exotic trees, the garden has its own Egyptian obelisk. Villa Mattei, built in the 1580s and now known as Villa Celimontana, houses the Italian Geographical Society. The Mattei family used to open the park to the public on the day of the Visit of the Seven Churches, an annual event instituted by San Filippo Neri in 1552. Starting from the Chiesa Nuova, Romans went on foot to the city&rsquo;s seven major churches and, on reaching Villa Mattei, were given bread, wine, salami, cheese, an egg and two apples.</p>","EWTG_ROME193VILCEL, TT_ROME062GRESPA_003",Piazza della Navicella,Rome,00184,Aventine & Caracalla,,Italy,,,,,,,,,,,,,,,,,"81, 117, 673",7am–dusk daily,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.8846592560685,12.4937402450218,FALSE,,FALSE,Green Spaces,Green Spaces,outdoors,Villa Celimontana Rome | Villa Celimontana Gardens,Villa Celimontana houses the Italian Geographical Society and is best known for its pretty gardens. Plan your trip to Villa Celimontana in Rome here.,,,,,Villa Celimontana Jazz Festival,Phone for details,"Seasonal and Outside, Classical and Contemporary Music","<p>Rome&rsquo;s annual summer jazz festival takes place outdoors in Villa Celimontana park, close to the Colosseum. Featuring big names in Italian jazz, as well as some international artists, the concerts take place several nights a week and include the possibilty of booking a table for drinks or dinner during the show.</p>",06 3972 1867,www.villacelimontanajazzfestival.com/index.html,July 2014,August 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_1221,catalogue,Villa Doria Pamphilj,"<p>A vast expanse of hills, lakes and orangeries, <strong>Villa Doria Pamphilj</strong> is the largest green area in Rome. It is also one of the few places in the city where, at times, it is possible to be out of earshot of traffic.</p><p class=""p2"">The villa was laid out in the mid-17th century for Prince Camillo Pamphilj. His uncle, Pope Innocent X, paid for the magnificent summer residence, the Casino del Bel Respiro, and the fountains and summerhouses, some of which still survive today.</p>","EWTG_ROME267VILDOR, TT_ROME062GRESPA_004, TT_ROME142BESRES_008_R12, EWFG_ROME195VILDOR",Via di San Pancrazio,Rome,00165,Trastevere & Janiculum Hill,,Italy,,,,,,,,,,,,,www.villapamphili.it,Quattro Venti,,Gianicolense-Colli Portuensi,"31, 44, 75, 710, 870",dawn–dusk daily,,,TRUE,,,,,,,,0,0,0,,<p>Free entry</p>,EUR,41.885761,12.447553,FALSE,,FALSE,Green Spaces,Green Spaces,outdoors,Villa Doria Pamphilj Rome | Villa Doria Pamphili in Rome,"Villa Doria Pamphilj is the largest green space in Rome, containing hills, lakes and orangeries. Plan your visit to Villa Doria Pamphili in Rome here.",,,,,I Concerti nel Parco,Check website for details,"Seasonal and Outside, Classical and Contemporary Music",<p>A series of outdoor concerts are held in the park every summer in the evenings.</p>,,www.iconcertinelparco.it/#,June 2014,July 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_1226,,Villa Farnesina,"<p>A perfect example of Renaissance architecture, elegant <strong>Villa Farnesina</strong> was built in the early 16th century for Agostino Chigi, a wealthy banking tycoon, and served as a sophisticated retreat where he could entertain and hold magnificent banquets. </p><p>The simple, harmonious design, with a central block and projecting wings, made this one of the earliest true Renaissance villas. The decoration was carried out between 1510 and 1519 and has since been restored. The artist Peruzzi frescoed some of the interiors himself. Later, Sebastiano del Piombo, Raphael and his pupils added more elaborate works. The frescoes illustrate Classical myths, and the vault of the main hall, the Sala di Galatea, is adorned with astrological scenes showing the position of the stars at the time of Chigi&rsquo;s birth. Artists, poets, cardinals, princes and the pope himself were entertained here in magnificent style by their wealthy and influential host. In 1577, the villa was bought by Cardinal Alessandro Farnese and since then it has been known as the Villa Farnesina. </p>","EWTG_ROME220VILFAR, TT_ROME050VILPAL_001, TT_ROME138TRAPRA_003, EWFG_ROME192VILFAR",Via della Lungara 230,Rome,00165,Trastevere & Janiculum Hill,,Italy,06 6802 7268,,,,,,,,,,,,www.villafarnesina.it,,,,"H, 8, 23, 125, 271, 280",9am–2pm Mon–Sat and every second Sun of every month,Aug,,TRUE,,,TRUE,TRUE,,"Italian: 12:30pm Mon, Fri, Sat; English: 10am Sat",,6,5,5,"10–14 years €3; under 10s, disabled people and their carers free; gardens only €2","<p>Adults &euro;6.00</p><p>Concessions &euro;5.00</p><p>Children &euro;5.00</p><p>10–14 years €3; under 10s, disabled people and their carers free; gardens only €2</p>",EUR,41.8933396474799,12.4673736203468,TRUE,,FALSE,Historic Sights and Landmarks,Historic Sights and Landmarks,famous-landmarks,Villa Farnesina Rome | DK Trip Planner,Rome’s Villa Farnesina was built in the 16th century and is one of the earliest true Renaiisance villas. Plan your visit today with DK Trip Planner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vatican Museums, Palazzo Barberini"
