poiID,poiName,overview,xmlID,street,town,postcode,area,county,country,telephoneTitle1,telephone,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneDetail2,telephoneTitle3,telephone3,telephoneDetail3,url,url2,url3,ferry,tram,monorail,train,lightRail,tube,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,adult,concessions,child,childText,priceText,Price - Don’t Touch,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,seoURL,metaTITLE,metaDESC,cuisine,priceCat,taxonomy - Don’t Touch,additional_info - Don’t touch,whatsOnTitle1,whatsOnTicketPrice1,whatsOnTheme1,whatsOnDescription1,boxOfficeTelephone1,whatsOnURL1,whatsOnStartDate1,whatsOnEndDate1,whatsOnRepeat1,whatsOnTitle2,whatsOnTicketPrice2,whatsOnTheme2,whatsOnDescription2,boxOfficeTelephone2,whatsOnURL2,whatsOnStartDate2,whatsOnEndDate2,whatsOnRepeat2,whatsOnTitle3,whatsOnTicketPrice3,whatsOnTheme3,whatsOnDescription3,boxOfficeTelephone3,whatsOnURL3,whatsOnStartDate3,whatsOnEndDate3,whatsOnRepeat3,whatsOnTitle4,whatsOnTicketPrice4,whatsOnTheme4,whatsOnDescription4,boxOfficeTelephone4,whatsOnURL4,whatsOnStartDate4,whatsOnEndDate4,whatsOnRepeat4,whatsOnTitle5,whatsOnTicketPrice5,whatsOnTheme5,whatsOnDescription5,boxOfficeTelephone5,whatsOnURL5,whatsOnStartDate5,whatsOnEndDate5,whatsOnRepeat5,whatsOnTitle6,whatsOnTicketPrice6,whatsOnTheme6,whatsOnDescription6,boxOfficeTelephone6,whatsOnURL6,whatsOnStartDate6,whatsOnEndDate6,whatsOnRepeat6,whatsOnTitle7,whatsOnTicketPrice7,whatsOnTheme7,whatsOnDescription7,boxOfficeTelephone7,whatsOnURL7,whatsOnStartDate7,whatsOnEndDate7,whatsOnRepeat7,whatsOnTitle8,whatsOnTicketPrice8,whatsOnTheme8,whatsOnDescription8,boxOfficeTelephone8,whatsOnURL8,whatsOnStartDate8,whatsOnEndDate8,whatsOnRepeat8,whatsOnTitle9,whatsOnTicketPrice9,whatsOnTheme9,whatsOnDescription9,boxOfficeTelephone9,whatsOnURL9,whatsOnStartDate9,whatsOnEndDate9,whatsOnRepeat9,whatsOnTitle10,whatsOnTicketPrice10,whatsOnTheme10,whatsOnDescription10,boxOfficeTelephone10,whatsOnURL10,whatsOnStartDate10,whatsOnEndDate10,whatsOnRepeat10,whatsOnTitle11,whatsOnTicketPrice11,whatsOnTheme11,whatsOnDescription11,boxOfficeTelephone11,whatsOnURL11,whatsOnStartDate11,whatsOnEndDate11,whatsOnRepeat11,whatsOnTitle12,whatsOnTicketPrice12,whatsOnTheme12,whatsOnDescription12,boxOfficeTelephone12,whatsOnURL12,whatsOnStartDate12,whatsOnEndDate12,whatsOnRepeat12,whatsOnTitle13,whatsOnTicketPrice13,whatsOnTheme13,whatsOnDescription13,boxOfficeTelephone13,whatsOnURL13,whatsOnStartDate13,whatsOnEndDate13,whatsOnRepeat13,whatsOnTitle14,whatsOnTicketPrice14,whatsOnTheme14,whatsOnDescription14,boxOfficeTelephone14,whatsOnURL14,whatsOnStartDate14,whatsOnEndDate14,whatsOnRepeat14,whatsOnTitle15,whatsOnTicketPrice15,whatsOnTheme15,whatsOnDescription15,boxOfficeTelephone15,whatsOnURL15,whatsOnStartDate15,whatsOnEndDate15,whatsOnRepeat15,whatsOnTitle16,whatsOnTicketPrice16,whatsOnTheme16,whatsOnDescription16,boxOfficeTelephone16,whatsOnURL16,whatsOnStartDate16,whatsOnEndDate16,whatsOnRepeat16,whatsOnTitle17,whatsOnTicketPrice17,whatsOnTheme17,whatsOnDescription17,boxOfficeTelephone17,whatsOnURL17,whatsOnStartDate17,whatsOnEndDate17,whatsOnRepeat17,whatsOnTitle18,whatsOnTicketPrice18,whatsOnTheme18,whatsOnDescription18,boxOfficeTelephone18,whatsOnURL18,whatsOnStartDate18,whatsOnEndDate18,whatsOnRepeat18,whatsOnTitle19,whatsOnTicketPrice19,whatsOnTheme19,whatsOnDescription19,boxOfficeTelephone19,whatsOnURL19,whatsOnStartDate19,whatsOnEndDate19,whatsOnRepeat19,related,Image Required,SEO file name,caption,credit,number,source,photographer,agency description,info,,imageName
madrid_sight_0524,Palacio Real,"<p>Madrid&rsquo;s fabulous <strong>Palacio Real</strong>, inspired by Bernini&rsquo;s designs for the Louvre in Paris, is one of Europe&rsquo;s outstanding architectural monuments.</p><p>Vast and lavish, the Royal Palace was built to impress. The site, on a high bluff overlooking the R&iacute;o Manzanares, had been occupied for centuries by a royal fortress but, after a fire in 1734, Felipe V commissioned a truly palatial replacement decorated in the French style. Construction lasted 17 years, spanning the reign of two Bourbon monarchs, and much of the exuberant decor reflects the tastes of Carlos III and Carlos IV. The palace was used by the royal family until the abdication of Alfonso XIII in 1931. The present king, Felipe VI, lives in the more modest Zarzuela Palace outside Madrid, but the Royal Palace is still used for state occasions.</p><p>More than half of the state apartments are open to the public, each sumptuously decorated with silk wall hangings, frescoes and gilded stucco, and crammed with priceless objects d&rsquo;art. The palace&rsquo;s setting is equally breathtaking. Laid out before the visitor in the main courtyard (Plaza de la Armer&iacute;a) is an uninterrupted vista of park and woodland, stretching from the former royal hunting ground of Casa de Campo to El Escorial and the majestic peaks of the Sierra de Guadarrama.</p>","TT_MADRID046ARCSIG_001, EWTG_MADRID058PALREA_004, EWTG_MADRID060EXPPAL, TT_MADRID006MADHIG_001. TT_MADRID008-011PALREA, TT_MADRID096ROYMAD_001, EWTG_MADRID058PALREA_005",Calle de Bailén,Madrid,28071,Royal Madrid,,Spain,,90 454 88 00,,,,,,,,,patrimonionacional.es,,,,,,,,Ópera,,Apr–Sep: 10am–8pm daily; Oct–Mar: 10am–6pm daily (last entry 1 hour before closing),,"Closed for functions, 1 & 6 Jan, 1 & 15 May, 12 Oct, 9 Nov, 24, 25 & 31 Dec",TRUE,,TRUE,TRUE,TRUE,,,10,5,5,Under 5s free; general admission free 18 May & 12 Oct,,,EUR,40.417977,-3.714366,TRUE,,TRUE,Historic Sights and Landmarks,Historic Sights and Landmarks,Palacio Real | Madrid | DK Trip Planner,Madrid’s fabulous Palacio Real is one of Europe’s outstanding architectural monuments. Browse DK Trip Planner for more on the Royal Palace in Madrid.,,,,Madrid’s Highlights | Architectural Sights |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catedral de la Almudena, Jardines de Sabatini, Plaza de Oriente, Teatro Real",TRUE,palacio_real_madrid_dk_al205934.jpg,The Baroque architecture of Palacio Real,&#169;dkimages,AL205934,dk,,,,Historic Sights and Landmarks,
madrid_sight_0531,Pan de Lujo,"<p>Housed within an old bread factory,<strong> Pan de Lujo</strong>&nbsp;has a trendy urban feel. Try the burgers or grilled octopus.</p>",TT_MADRID085RESTAU_024_R13,Calle Jorge Juan 20,Madrid,28001,Salamanca and Recoletos,,Spain,,91 436 11 00,,,,,,,,,www.pandelujo.es,,,,,,,,Velázquez,,1:30–4pm & 8:30–11:30pm daily (till 12:30am Fri & Sat),,24 & 31 Dec,TRUE,,,,,,,,,,,,"For a three course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : €55–€70",EUR,40.42380886,-3.685006547,TRUE,,FALSE,FALSE,Food and Drink,,,,Contemporary Spanish,££,Salamanca and Recoletos | Restaurants | Restaurant |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0536,Parque de Atracciones,"<p><strong>Parque de Atracciones</strong>&nbsp;boasts more than 40 stomach-churning rides as well as a host of other diversions like puppet and magic shows, and a virtual reality zone. The rides include Los R&aacute;pidos (a chance to try white-water rafting) and Top Spin, which needs no explanation. For the very young there are merry-&shy;go-rounds and train and boat rides.</p>","TT_MADRID052CHIATT_002, EWTG_MADRID116PARDE",Casa de Campo,Madrid,28011,Further Afield,,Spain,,90 234 50 01,,,,,,,,,parquedeatracciones.es,,,,,,,,Batán,,Sep– Easter: from noon Sat & Sun; Easter–Sep: from noon daily,,,,,,,,,,29.9,23.9,23.9,,,Adm (free for children under 90 cm/35 inches in height) |,EUR,40.41147103,-3.752856004,FALSE,,FALSE,Family Friendly,"Family Friendly, Parks and Open Spaces",Parque de Atracciones | Madrid | DK Trip Planner,Parque de Atracciones boasts more than 40 excellent rides and experiences. Browse DK Trip Planner for more family-friendly activities and parks in Madrid.,,,,Children’s Attractions | Attraction |,"location: Road A-5, exit (salida) Parque de Atracciones | transport: Metro Batán | additional_info: Opening times vary, consult website: |",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casa de Campo, Teleférico, Zoo Aquarium de Madrid",TRUE,parque_atracciones_madrid_dk_al483075.jpg,Rollercoaster at Parque de Atracciones,&#169;dkimages,AL483075,dk,,,,"Family Friendly, Parks and Open Spaces",
madrid_sight_0538,Parque de Berlín,"<p>Set among the fountains at the far end of <strong>Parque de Berl&iacute;n</strong>, near the Auditorio Nacional, are three sections of the Berlin Wall with original graffiti. Children&rsquo;s play areas and places to eat and drink are nearby.</p>",TT_MADRID050PARGAR_008,Príncipe de Vergara,Madrid,28016,Further Afield,,Spain,,91 529 82 10,,,,,,,,,,,,,,,,,Concha Espina,,,,,TRUE,,TRUE,,,,,0,0,0,,,Free |,EUR,40.45002541,-3.675524029,FALSE,,FALSE,Parks and Open Spaces,Parks and Open Spaces,Parque de Berlín | Madrid | DK Trip Planner,Parque de Berlín houses three sections of the Berlin Wall with original graffiti. Browse DK Trip Planner for more on madrid’s stunning Parque de Berlín.,,,,Parks and Gardens | Attraction |,transport: Metro Concha Espina |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE, ,,,,,,,nothing available,Parks and Open Spaces,
madrid_sight_0539,Parque del Oeste,"<p>The lovely <strong>Parque del Oeste</strong>&nbsp;was designed in the early 20th century by Cecilio Rodr&iacute;guez, head gardener at the Retiro. Apart from the <em>rosaleda</em> (rose garden), the main attraction is the Temple of Debod, an ancient monument dating from the 2nd century BC. It was a gift from the Egyptian government. Caf&eacute;s abound on Paseo del Pintor Rosales, a terminus of the Telef&eacute;rico.</p>",TT_MADRID050PARGAR_004_R13,Paseo de Moret 2,Madrid,28008,Further Afield,,Spain,,91 548 95 12,,,,,,,,,,,,,,,,,Argüelles,,,,,TRUE,,,,,,,0,0,0,,,Free |,EUR,40.42678602,-3.725151911,FALSE,,FALSE,Parks and Open Spaces,Parks and Open Spaces,Parque del Oeste | Madrid | DK Trip Planner,The lovely Parque del Oeste was designed in the early 20th century and now houses the Temple of Debod. Browse DK Trip Planner for more on Parque del Oeste.,,,,Parks and Gardens | Attraction |,additional_info: Closed to cars at weekends |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casa de Campo, Museo Cerralbo, Plaza de España, Teleférico, Templo de Debod, Zoo Aquarium de Madrid",TRUE,parque_del_oeste_madrid_glow_qp011_01317.jpg,Parque del Oeste,&#169;Glow Images/Quickimage,QP011-01317,Glow,Quickimage,"Trees in a park, Parque del Oeste, Madrid, Spain",,Parks and Open Spaces,
madrid_sight_0540,Parque del Retiro,"<p>Once the preserve of royalty, the beautiful <strong>Parque del Retiro</strong> is a constant source of pleasure to madrile&ntilde;os, especially at weekends and during the hot summer months. There are open spaces to enjoy, as well as wooded areas and formal gardens</p><p>The park, in Madrid&rsquo;s smart Jer&oacute;nimos district, was once the setting for Felipe IV&rsquo;s palace, the Real Sitio del Buen Retiro. All that remains is the Cas&oacute;n del Buen Retiro and the Museo del Ej&eacute;rcito. In the 17th century the park was the private playground of the royal family, and only became fully open to the public in 1869. Today, it is a popular place for relaxing.</p><p>A short stroll from the Parque del Retiro&rsquo;s northern entrance is the lake, where rowing boats can be hired. On one side, in front of a half-moon colonnade, a statue of Alfonso XII rides high on a column. On the other, portrait painters and fortune-tellers ply their trade.</p><p>To the south of the lake are the Palacio de Vel&aacute;zquez and the Palacio de Cristal, both built by Ricardo Vel&aacute;zquez Bosco. His other work includes the grandiose Ministerio de Agricultura building. The Palacio de Vel&aacute;zquez was intended as a pavilion to stage the National Exhibition of Mining, Metal, Ceramics, Glass and Mineral Water industries in 1884. Today it is used by Museo Reina Sofia for temporary exhibitions.&nbsp;</p><p>Nearby, the iron-and-glass Palacio de Cristal was modelled on the Crystal Palace built for London&rsquo;s Great Exhibition in 1851. Designed to stage an exhibition of tropical plants in the Philippines Exposition of 1887, the palace has become an exhibition space too. Its reflection in the lake remains one of the best-known images of Madrid.</p><p>In the Paseo de Colombia, the Casa de Vacas puts on theatre and exhibitions.</p>","TT_MADRID052CHIATT_010, TT_MADRID050PARGAR_001, EWTG_MADRID081PARDEL, TT_MADRID006MADHIG_008, TT_MADRID032-033PARDEL, TT_MADRID072AROPAS_004",Puerta de Alcalá,Madrid,28001,The Paseo del Prado,,Spain,,91 530 00 41,,,,,,,,,,,,,,,,,"Ibiza, Retiro, Atocha",,Nov–Mar: 6am–10pm daily; Apr–Oct: 6am–midnight,,,TRUE,,TRUE,,,,,,,,,,,EUR,40.415442,-3.684224,FALSE,,TRUE,"Parks and Open Spaces, Family Friendly","Parks and Open Spaces, Family Friendly",Parque del Retiro | Madrid | DK Trip Planner,"The beautiful Parque del Retiro is a constant source of pleasure to locals, especially at weekends. Browse DK Trip Planner for more on Parque del Retiro.",,,,Madrid’s Highlights | Parks and Gardens | Children’s Attractions |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iglesia de San Jerónimo el Real, Museo Nacional de Artes Decorativas, Museo Naval, Museo del Prado, Observatorio Astronómico, Palacio de Cibeles, Palacio de Linares, Parque del Retiro, Plaza de la Lealtad, Puerta de Alcalá",TRUE,parque_del_retiro_madrid_glow_42_15404870.jpg,Entrance to Parque del Retiro,&#169;Glow Images/Corbis/Karlheinz Oster,42-15404870,Glow,Karlheinz Oster,"Entrance of the Retiro Park in Madrid, Spain",,"Parks and Open Spaces, Family Friendly",
madrid_sight_0546,Parque del Capricho,"<p>The delightful 18th-century <strong>Parque del Capricho</strong>&nbsp;belonged to the palace of the Duke and Duchess of Osuna and were landscaped by Jean Baptiste Mulot, the gardener at Versailles. Today, the gardens have been restored to their former glory with tree-lined paths, fountains, a lake and follies.</p>",TT_MADRID050PARGAR_010,Paseo de la Alameda de Osuna,Madrid,28042,Further Afield,,Spain,,91 588 01 14,,,,,,,,,,,,,,,,,El Capricho,,9am–6:30pm Sat–Sun & hols (to 9pm Apr–Sep),,"1 Jan, 25 Dec",TRUE,,,,,,,0,0,0,,,Free |,EUR,40.4554719,-3.594626169,FALSE,,FALSE,Parks and Open Spaces,Parks and Open Spaces,Parque del Capricho | Madrid | DK Trip Planner,"Delightful 18th-century Parque del Capricho is a glorious garden, with tree-lined paths, fountains, a lake and follies. Browse DK Trip Planner for more info.",,,,Parks and Gardens | Attraction |,transport: Metro El Capricho |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,parque_del_capricho_madrid_glow_ad_199359.jpg,Pavilion in Parque de Capricho,&#169;Glow Images/ARCO/Boensch B,ad_199359,Glow,Boensch B,"Temple, Parque del Capricho, Madrid, Spain",,Parks and Open Spaces,
madrid_sight_0547,Parque Juan Carlos I,"<p>The attractive <strong>Parque Juan Carlos I&nbsp;</strong>lies within the exhibition grounds of the Campo de las Naciones. Highlights include catamaran trips on the river and the largest fountain in Spain, with 300 jets.</p>",TT_MADRID050PARGAR_006,Don Juan de Borbón y Battemberg 5,Madrid,28042,Further Afield,,Spain,,63 063 07 10,,,,,,,,,,,,,,,,,Campo de las Naciones,,"Jun–Sep: 7am–3am Sun–Thu, 7am–1am Fri–Sat; Oct–May: 7am–11pm Sun–Thu, 7am–midnight Fri–Sat",,,TRUE,,,,,,,0,0,0,,,Free |,EUR,40.460023,-3.6059,FALSE,,FALSE,Parks and Open Spaces,Parks and Open Spaces,Parque Juan Carlos I | Madrid | DK Trip Planner,Attractive Parque Juan Carlos I lies within the exhibition grounds of the Campo de las Naciones. Browse DK Trip Planner for more on Parque Juan Carlos I.,,,,Parks and Gardens |,transport: Metro Campo de las Naciones |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,parque_juan_carlos_i_madrid_alamy_dgaa9t.jpg,Parque Juan Carlos I,&#169;Alamy Images/age fotostock Spain SL/José Ramiro,DGAA9T,Alamy,José Ramiro,Parque Juan Carlos I en Pinto Madrid España,,Parks and Open Spaces,
madrid_sight_0916,Paseo de Castellana,"<p>Located in the leafy university city area, the <strong>Museo del Traje</strong> provides an intriguing journey through the history of clothes and costume.</p><p>Stand-out exhibits include the 16th-century jackets and corsets, a fascinating collection of Spanish regional costumes and some of the dresses worn by Audrey Hepburn in <em>Breakfast at Tiffanys</em>. Modern Spanish designers are given pride of place with elegant offerings from Crist&oacute;bal Balenciaga, Manuel Pertegaz and Agatha Ruiz de la Prada, while Giorgio Armani, Jean Paul Gaultier and Vivienne Westwood provide the international perspective on <em>haute couture</em>.</p>",,Paseo de Castellana,Madrid,28046,Further Afield,,Spain,,,,,,,,,,,,,,,,,,,Santiago Bernabeu,,,,,,,,,,,,,,,,,,EUR,40.452211,-3.690719,FALSE,,FALSE,FALSE,Scenic Streets and Squares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Scenic Streets and Squares,
madrid_sight_0548,Paseo de Recoletos,"<p>&ldquo;Paseo&rdquo; implies a stroll and the lovely <strong>Paseo de Recoletos</strong>,&nbsp;at its best on a sunny morning or just after sunset, was designed precisely for that purpose.</p><p>The first caf&eacute;s began to appear in the 19th century when the boulevard was nicknamed &ldquo;Recoletos beach&rdquo;. Most of the originals had disappeared by the 1980s when <em>La Movida</em> countercultural movement gave the terraces a new lease of life. The Pabell&oacute;n de Espejo looks the part with its painted tiles and wrought-iron adornments but actually dates from the 1990s. No. 10 was the residence of the Marqu&eacute;s de Salamanca.</p>",TT_MADRID078SALREC_007,Paseo de Recoletos,Madrid,28004,Salamanca and Recoletos,,Spain,,,,,,,,,,,,,,,,,,,Colón,,,,,,,,,,,,,,,,,,EUR,40.422415,-3.691537,FALSE,,FALSE,FALSE,Scenic Streets and Squares,,,,,,Salamanca and Recoletos | Sights |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Museo Arqueológico Nacional, Museo de Cera, Palacio de Linares, Plaza de Colón ",FALSE,paseo_recoletos_madrid_glow_9418.jpg,Alfresco dining on Paseo de Recoletos,&#169;Glow Images/LOOK/Franz Marc Frei,9418,Glow,Franz Marc Frei,"People sitting under sunshades at Cafe del Espejo, Paseo de Recoletos, Madrid, Spain, Europe",,Scenic Streets and Squares,
madrid_sight_0549,Paseo del Prado,"<p>The imposing tree-lined <strong>Paseo del Prado</strong>, adorned with fountains and sculptures, is home to no fewer than three world-class art galleries: the Prado, the Reina Sof&iacute;a and the Thyssen-Bornemisza.</p><p>In the 18th century the prado was a meadow, crossed by a stream, but the bucolic surroundings were deceptive, as the area was acquiring an unsavoury reputation for muggings and amorous encounters. The solution, devised by Charles IV, was a new boulevard between Plaza de Cibeles and Plaza de Atocha, lined with handsome buildings devoted to the pursuit of scientific inquiry. Work began in 1775 on a museum of natural history (now the Prado), the botanical gardens, observatory and medical school (now the Reina Sof&iacute;a).</p>",TT_MADRID072-077AROPAS,Paseo del Prado,Madrid,28014,The Paseo del Prado,,Spain,,,,,,,,,,,,,,,,,,,Banco de España,,,,,,,,,,,,,,,,,,EUR,40.415378,-3.693547,FALSE,,FALSE,Scenic Streets and Squares,Scenic Streets and Squares,Paseo del Prado | Madrid | DK Trip Planner,"Imposing tree-lined Paseo del Prado, Madrid, is home to no fewer than three world-class art galleries: the Prado, Reina Sofía and the Thyssen-Bornemisza.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banco de España, CaixaForum, Hotel Ritz, Jardín Botánico, Museo del Prado, Museo Thyssen-Bornemisza, Plaza de la Lealtad, Plaza Cánovas del Castillo, Plaza de Cibeles",TRUE,paseo_del_prado_madrid_rhpl_817_135936.jpg,Neptune Fountain on Paseo del Prado,&#169;Robert Harding Picture Library/age fotostock/Tono Labra,817-135936,rhpl,Tono Labra,"Paseo del Prado, Madrid, Espana",,Scenic Streets and Squares,
madrid_sight_0550,Patrimonio Comunal Olivarero,"<p>Spain produces more olive oil than any other country, and <strong>Patrimonio Comunal Olivarero</strong>&nbsp;stocks the finest Extra Virgin. Like wines, you can distinguish different varieties of olive oil by their colour, flavour and smell, and tastings here are part of the fun.</p>",TT_MADRID048TOP10_001,Calle de Mejía Lequerica 1,Madrid,28004,Chueca and Malasaña,,Spain,,91 308 05 05,,,,,,,,,www.pco.es,,,,,,,,Alonso Martínez,,10am–2pm & 5–8pm Mon–Sat (till 2pm Sat),,,,,,,,,,,,,,,,EUR,40.42599815,-3.697299237,TRUE,,FALSE,Shopping,Shopping,Patrimonio Comunal Olivarero | Madrid | DK Trip Planner,"Spain produces more oliver oil than any other country, and Patrimonio Comunal Olivarero stocks the finest Extra Virgin. Browse DK for the best of Madrid.",,,,Top 10 Spanish Theme Shops |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE, ,,,,,,,nothing available,Shopping,
madrid_sight_0552,Peggy Sue’s American Diner,"<p>Milkshakes, burgers, hot dogs and ice cream are all on offer at&nbsp;<strong>Peggy Sue&rsquo;s American Diner</strong>. A great choice for a fun family meal with&nbsp;colourful 50s-style decor, waitresses in costume and table-mounted jukeboxes.</p>",EWTG_MADRID169AROLA_014,Calle Belén 5,Madrid,28004,Chueca and Malasaña,,Spain,,91 308 30 93,,,,,,,,,www.peggysues.es/,,,,,,,,Chueca,,1:30–4:30pm & 8:30–11:30pm Mon–Fri (till 12:30am Sat & Sun),,,,,,,,,,,,,,,,EUR,40.42429635,-3.696714342,TRUE,,FALSE,FALSE,Food and Drink,,,,International,£,Where To Eat and Drink | | Around La Castellana |,cuisine: American |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Food and Drink,
madrid_sight_0555,Plaza Cánovas del Castillo,"<p>The busy <strong>Plaza C&aacute;novas del Castillo</strong>&nbsp;roundabout takes its name from Antonio C&aacute;novas del Castillo, one of the leading statesmen of 19th-century Spain, who was assassinated in 1897. Dominating the plaza is the Fuente de Neptuno, a fountain with a statue of Neptune in his chariot, being pulled by two horses. The statue was designed in 1777 by Ventura Rodr&iacute;guez as part of a grand scheme by Carlos III to beautify eastern Madrid.</p>",EWTG_MADRID072PLACAN,Plaza Cánovas del Castillo,Madrid,28014,The Paseo del Prado,,Spain,,,,,,,,,,,,,,,,,,,Banco de España,,,,,,,,,,,,,,,,,,EUR,40.415276,-3.694152,FALSE,,FALSE,FALSE,Scenic Streets and Squares,,,,,,Bourbon Madrid |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Ritz, Museo del Prado, Museo Thyssen-Bornemisza, Paseo del Prado, Plaza de la Lealtad, Westin Palace",FALSE,plaza_c_novas_del_castillo_madrid_glow_ad_199392.jpg,"Fuente de Neptuno, Plaza Cánovas del Castillo",&#169;Glow Images/Superstock/Peter Barritt,ad_199392,Glow,Peter Barritt,Madrid The Neptune fountain in Plaza Canovas del Castillo Madrid Spain Espana Europe EU,,Scenic Streets and Squares,
