poiID,type,poiName,overview,xmlID,street,town,postcode,area,county,country,telephoneDetail2,telephone,telephoneTitle1,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneTitle3,telephone3,telephoneDetail3,url,train ,tube,tram,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,Price - to be deleted once entered,adult,concessions,child,childText,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,taxonomy - to be deleted later,cuisine,priceCat,additional_info,Image Required,SEO file name,caption,credit,number,source,photographer,agency description,info,imageName
rome_sight_0555,catalogue,Osteria del Gallo,Classic Roman dishes and tasty seafood options at this informal spot with plenty of outdoor seating on a secluded piazza.,,Vicolo di Montevecchio 27,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 687 3781,,,,,,,,,www.osteriadelgalloroma.it,,,,"30, 46, 62, 64, 70, 81, 87, 116T, 130F, 186, 492, 571, 628, 916, 916F",Wed–Mon,,Tue,,,,,,,,,,,,,EUR,41.899414,12.471161,TRUE,,FALSE,,Food and Drink,,Traditional Roman,£,,FALSE,,,,,,,,asked info73@osteriadelgalloroma.it,#VALUE!
rome_sight_0556,,Osteria del Pegno,Small and intimate with lovingly prepared staples of the Roman tradition as well as a few more inventive options. Ample wine list.,,Vicolo di Montevecchio 8,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 6880 7025,,,,,,,,,www.osteriadelpegno.it,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7","Tue–Thu; Wed, Sat & Sun lunch only",,Mon,,,,,,,,,,,,,EUR,41.899826,12.470855,TRUE,,FALSE,,Food and Drink,,Traditional Roman,££,,FALSE,,,,,,,,asked http://www.osteriadelpegno.it/contatti/,#VALUE!
rome_sight_0557,catalogue,Osteria del Sostegno,"Tucked away in a tiny alley, this lovely little restaurant creates inventive versions of well-known classic Roman recipes.",,Via delle Colonnelle 5,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 679 3842,,,,,,,,,www.ilsostegno.it,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7",Tue–Sun,,Mon,,,,,,,,,,,,,EUR,41.900099,12.476955,TRUE,,FALSE,,Food and Drink,,Modern Italian,£,,FALSE,,,,,,,,asked info@ilsostegno.it,#VALUE!
rome_sight_0558,catalogue,Osteria dell’Angelo,Angelo prepares excellent traditional Roman cooking at equally admirable prices. Service charge is 15 per cent. Book ahead.,TT_ROME148CHEEAT_007,Via G Bettolo 24,Rome,00195,The Vatican,,Italy,,06 372 9470,,,,,,,,,,,Ottaviano,Milizie- Angelico,"23, 70, 291, 496","Tue–Sat dinner only, Sat lunch",,Sun,,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : under €30",,,,,EUR,41.91169328,12.45633904,TRUE,,FALSE,,Food and Drink,Trastevere and Prati | Cheap Eats | Restaurant |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0559,catalogue,Osteria dell’Ingegno,This popular modern wine bar also serves huge meat and cheese platters.,TT_ROME097PLAEAT_003,Piazza di Pietra 45,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 678 0662,,,,,,,,,,,Barberini,,"116, 116T",OPENING HOURS,,,,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : €40–50",,,,,EUR,41.900047,12.479873,TRUE,,FALSE,,"Food and Drink, Cafes and Bars",Around the Pantheon | Places to Eat | Restaurant |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0560,,Osteria Flaminio,It’s worth the trek just north of the centre to try this hot new restaurant offering innovative and original Italian cuisine.,,Via Flaminia 297 ,Rome,00196,Beyond the Centre,,Italy,,06 323 6900,,,,,,,,,www.osteriaflaminio.com,Euclide,,Ankara- Tiziano,"233, 910, M, N25","Daily dinner only, Sun lunch",,,,,,,,,,,,,,,EUR,41.925512,12.470128,TRUE,,FALSE,,Food and Drink,,Modern Italian,££,,FALSE,,,,,,,,asked info@osteriaflaminio.com,#VALUE!
rome_sight_0561,,Osteria Margutta,,,Via Margutta 82B,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 323 1025,,,,,,,,,www.osteriamargutta.it,,Spagna,,"117, 119",Mon–Sat,,Sun,,,,,,,,,,,,,EUR,41.9083166455099,12.4798062443733,TRUE,,FALSE,,Food and Drink,The Spanish Steps and Villa Borghese | Places to Eat | Restaurant |,Modern Italian,£££,,FALSE,,,,,,,,,#VALUE!
rome_sight_0564,,Osteria Scaloni,"Recipes based on simple, local cuisine, taken a step further with unexpected ingredients and creative touches. Excellent wine list.",,Via Carlo Mirabello 8 ,Rome,00195,Beyond the Centre,,Italy,,06 372 1593,,,,,,,,,,,,,"32, 89, 271, 495, N7",OPENING HOURS,,,,,,,,,,,,,,,EUR,41.916469,12.458002,TRUE,,FALSE,,Food and Drink,,Traditional Roman,££,,FALSE,,,,,,,,asked enoteca.scaloni@virgilio.it,#VALUE!
rome_sight_0565,catalogue,Ottica Efrati,"Specialist eyewear store that sells designer sunglasses by top brands such as Armani, Prada, Gucci, Dior, Cavalli, D&G and Tom Ford.",TT_ROME115SPESHO_026_R13,Via del Corso 161,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 679 3931,,,,,,,,,www.otticaefrati.com,,"Barberini, Spagna",,"116, 116T, 117, 119",OPENING HOURS,,,,,,,,,,,,,,,EUR,41.9039619195226,12.4791973829269,TRUE,,FALSE,,Shopping,The Spanish Steps and Villa Borghese | Specialist Shops | Shopping |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0566,catalogue,Oviesse,"Fairly well-made clothing at bargain prices, plus a large selection of cosmetics and toiletries. This is the largest of several branches of Oviesse in Rome.",TT_ROME130CLODIS_003,Piazza Vittorio Emanuele 108–10,Rome,00185,Ancient Rome,,Italy,,06 446 7232,,,,,,,,,www.ovs.it,Termini Laziali,Vittorio Emanuele,Piazza Vittorio Emanuele,"105, 105L, 150F, N1, N12","9am–8pm Mon–Sat, 10am–1.30pm & 4–8pm Sun",,"31 Mar, 1 Apr, 15 Aug, 25 & 26 Dec",,,,,,,,,,,,,EUR,41.89395662,12.5038934366667,TRUE,,FALSE,,Shopping,The Esquiline and Lateran | Clothing and Discount Shops | Shopping |,,,,FALSE,,,,,,,,,#VALUE!
,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,#VALUE!
rome_sight_0568,catalogue,Palatine Hill,"<p>Shaded on its lower slopes with pines, and scattered with wild flowers in spring, the <strong>Palatine Hill</strong> is the most pleasant and relaxing of the city&rsquo;s ancient sites. According to legend, this was the spot where Romulus and Remus founded their first camp. You can reach the hill by walking up from the <strong>Roman Forum</strong>. The area is dominated by the ruins of the Domus Flavia and the Domus Augustana, two parts of Domitian&rsquo;s huge palace built at the end of the 1st century AD. What you are able to see depends on where excavations are taking place at the time.</p>","EWTG_ROME098TOUPAL, TT_ROME040ANCSIG_005, EWFG_ROME074PALHIL",Entrances from Via di San Gregorio 30 & the Roman Forum,Rome,00186,Ancient Rome,,Italy,,06 3996 7700,,,,,,,,,www.archeoroma.beniculturali.it,,Colosseo,,"75, 85, 87, 117, 175, 186, 810, 850",8:30am–1 hr before sunset daily (last adm: 1 hr before closing),,"1 Jan, 25 Dec",TRUE,limited,FALSE,TRUE,TRUE,TRUE,Audioguides are available at the Palatine (€5) and on www.pierreci.it (free). Call to book tours.,"(includes entry to the Palatine Museum, the Forum & the Colosseum) (Colosseum). |",,,,,EUR,41.888445,12.487243,FALSE,,FALSE,Ancient Ruins,"Ancient Ruins, Green Spaces",PALATINE |,,,location: Entrances & ticket kiosks: Via di San Gregorio 30. | transport - tram: 3. |,TRUE,palatine_hill_rome_dk_AL229182,Palatine Hill,&#169;dkimages,AL229182,,,,,palatine_hill_rome_dk_AL22
rome_sight_0572,catalogue,Palazzo Altemps,"<p>The stunning <strong>Palazzo Altemps</strong> houses mainly Greek and Roman sculptures from the private collections of noble Roman families in the 16th and 17th centuries, and is most famous for its Ludovisi collection, comprising around 100 sculptures.</p><p>The palazzo was originally built for Girolamo Riario, nephew of Pope Sixtus IV, in 1480. In the popular uprising that followed the pope&rsquo;s death in 1484, the building was sacked and Girolamo fled the city. In 1568 the palazzo was bought by Cardinal Marco Sittico Altemps before being renovated in the 1570s by Martino Longhi the Elder, who is thought to be responsible for the impressive stucco and travertine courtyard.</p><p>The Palazzo Altemps was restored as a museum during the 1990s after the <strong>Museo Nazionale Romano</strong> became too big for its home in the <strong>Baths of Diocletian</strong>. Located on the ground floor is the Greek statue of Athena Parthenos and the Dionysius group, a Roman copy of the Greek original. On the first floor, at the far end of the courtyard, is the Painted Loggia, dating from 1595. On the same floor, the Ludovisi throne, a Greek original carved in the 5th century BC, is exquisitely detailed.</p>","EWTG_ROME127PALALT, TT_ROME082PIANAV_007, EWFG_ROME120PALALT, TT_ROME006ROMHIG_007, TT_ROME042MUSGAL_002, TT_ROME028MUSNAZ_017_R13",Piazza Sant’Apollinare 46,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 3996 7700,,,,,,,,,archeoroma.beniculturali.it/musei/museo-nazionale-romano-palazzo-altemps,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7",9am–7:45pm Tue–Sun,,"Mon, 25 Dec, 1 Jan",TRUE,,FALSE,TRUE,TRUE,,,"NATIONAL MUSEUM OF ROMAN single ticket valid for 3 days for 4 sites (Palazzo Massimo, Palazzo Altemps, Balbi Crypt, the Baths of Diocletian). ",7,3.50,0,Free for under 18s and over 65s,EUR,41.900965,12.472961,TRUE,,FALSE,,Art Galleries and Museums,,,,,TRUE,palazzo_altemps_rome_dk_AL592851,Sculpture at the Palazzo Altemps,&#169;dkimages,AL592851,,,,,palazzo_altemps_rome_dk_AL59
rome_sight_0579,catalogue,Palazzo Altieri,"<p>The Altieri family is first mentioned in Rome&rsquo;s history in the 9th century. The <strong>Palazzo Altieri</strong> was built by the last male heirs, the brothers Cardinal Giambattista di Lorenzo Altieri and Cardinal Emilio Altieri, who later became Pope Clement X (reigned 1670&ndash;76). Many surrounding houses had to be demolished, but an old woman called Berta refused to leave, so her hovel was incorporated in the palazzo. Its windows are still visible on the west end of the building.</p>",EWTG_ROME107PALALT,Via del Gesù 93,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 0608,,,,,,,,,www.060608.it/en/cultura-e-svago/beni-culturali/beni-architettonici-e-storici/palazzo-altieri.html,,,,"46, 62, 63, 64, 70, 81, 87, 186, 492 ",OPENING HOURS,,,,,,,,,,,,,,,EUR,41.895627,12.479597,TRUE,,FALSE,,Historic Sights and Landmarks,"Historic Buildings, Streets and Piazzas | PIAZZA DELLA ROTONDA |",,,transport - tram: 8. |,TRUE,palazzo_altieri_rome_superstock_1848_551447,Palazzo Altieri,&#169;Superstock/imagebroker.net,1848-551447,SuperStock,Imagebroker.net,,,palazzo_altieri_rome_superstock_1848_55
rome_sight_0580,catalogue,Palazzo Baldassini,"<p>With its cornices marking the different floors and wrought-iron window grilles, <strong>Palazzo Baldassini</strong> is one of the best examples of an early 16th-century Roman palazzo. Papal jurist Melchiorre Baldassini commissioned Antonio da Sangallo the Younger to build his home in Florentine Renaissance style in 1514&ndash;20. It stands in the part of Rome still known as the Renaissance Quarter, which flourished around the long straight streets such as Via di Ripetta and Via della Scrofa, built at the time of Pope Leo X (reigned 1513&ndash;21).</p>",EWTG_ROME109PALBAL,Via delle Coppelle 35,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 684 0421,,,,,,,,,www.060608.it/en/cultura-e-svago/beni-culturali/beni-architettonici-e-storici/palazzo-baldassini.html,,,,116,9:30am–noon (booking required),,,,,,,TRUE,,,,,,,,EUR,41.900616,12.475377,TRUE,,FALSE,,Historic Sights and Landmarks,"Historic Buildings, Streets and Piazzas | PIAZZA DELLA ROTONDA |",,,,,,,,,,,,,#VALUE!
rome_sight_0581,catalogue,Palazzo Barberini,"<p>Home to the <strong>Galleria Nazionale d&rsquo;Arte Antica</strong>, <strong>Palazzo Barberini </strong>holds one of the finest collections of art in Rome, with over 1,700 paintings from the 13th to the 16th centuries.&nbsp;</p><p class=""p1"">Designed by architect Carlo Maderno, the palace was originally built in 1627 to serve as a grand palace for the family of Pope Urban VIII Barberini. Maderno died in 1629 and Gian Lorenzo Bernini took over, assisted by Francesco Borromini. The peculiar pediments on some of the top floor windows, and the fantastic, sinuous oval staircase inside are almost certainly by Borromini.</p><p class=""p1"">Of the many sumptuously decorated rooms, the most striking is the Gran Salone, with a dazzling illusionistic ceiling fresco by Pietro da Cortona. Among the best-known works of art on display are Filippo Lippi&rsquo;s <em>Madonna and Child</em>, the controversial <em>La Fornarina</em> (supposedly Raphael&rsquo;s mistress, probably painted by his favourite pupil, Giulio Romano), and Caravaggio&rsquo;s <em>Judith and Holofernes</em>. There is also a Holbein portrait of King Henry VIII of England dressed for his wedding to Anne of Cleves.</p>","EWTG_ROME255PALBAR, TT_ROME050VILPAL_007, TT_ROME132QUIVIA_004, EWFG_ROME158PALBAR",Via delle Quattro Fontane 13,Rome,00184,Piazza di Spagna & Trevi Fountain,,Italy,,06 481 4591,,,,,,,,,galleriabarberini.beniculturali.it,,Barberini,,"52, 53, 61, 62, 63, 80, 95, 116, 175, 492, 590",8:30am–7pm Tue–Sun,,"Mon, 25 Dec, 1 Jan",TRUE,,,TRUE,TRUE,TRUE,Audioguides in Italian and French (€2.50) on the ground floor. Book in advance to access 18th-century apartments on 3rd floor.,,7,3.50,0,,EUR,41.9027581633333,12.4893452933333,TRUE,,FALSE,Art Galleries and Museums,"Historic Sights and Landmarks, Art Galleries and Museums",,,,,TRUE,palazzo_barberini_rome_dk_AL323815,Palazzo Barberini staircase,&#169;dkimages,AL323815,,,,,palazzo_barberini_rome_dk_AL32
rome_sight_0586,catalogue,Palazzo Borghese,"<p>Called &ldquo;the harpsichord&rdquo; because of its unusual shape, <strong>Palazzo Borghese</strong> was once the centre of fashionable entertainment for Rome&rsquo;s papal high society. Its Mannerist Courtyard, in particular, was the stage for lavish affairs.</p><p>The palazzo was acquired around 1605 by Cardinal Camillo Borghese, just before he became Pope Paul V. Flaminio Ponzio was hired to enlarge the building and give it the grandeur appropriate to the residence of the pope&rsquo;s family. He added a wing overlooking Piazza Borghese and the delightful porticoed courtyard inside. Subsequent enlargements included the building and decoration of a great nymphaeum known as the Bath of Venus. For more than two centuries this palazzo housed the Borghese family&rsquo;s renowned collection of paintings, which was bought by the Italian state in 1902 and transferred to the Galleria Borghese.</p>","EWTG_ROME112PALBOR, TT_ROME050VILPAL_003, TT_ROME094BESRES_007",Via dell’Arancio,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,,"81, 117, 492, 628",Closed to the public,,,,,,,,,,,,,,,EUR,41.9038181875414,12.4762094020843,FALSE,,FALSE,,Historic Sights and Landmarks,,,,,,,,,,,,,,#VALUE!
rome_sight_0590,catalogue,Palazzo Braschi,"<p>Located on one side of Piazza San Pantaleo, <strong>Palazzo Braschi</strong> is the last Roman palazzo to be built for the family of a pope. It was constructed in the late 18th century for Pope Pius VI Braschi&rsquo;s nephews by the architect Cosimo Morelli, who gave the building its imposing fa&ccedil;ade looking out on to the piazza. The palazzo now houses the municipal Museo di Roma, with collections of pictures, drawings and everyday objects illustrating life in Rome from medieval times to the 19th century.&nbsp;</p>","EWTG_ROME123PALBRA, TT_ROME086BESRES_006",Piazza San Pantaleo 10,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 6710 8346,,,,,,,,,www.museodiroma.it,,,,"30, 40, 46, 62, 64, 70, 81, 87, 116T, 130F, 186, 492, 571, 628, 916, 916F",10am–8pm Tue–Sun,,"Mon, 25 Dec, 1 Jan",TRUE,,,TRUE,TRUE,TRUE,,,10,8,0,Free to under 18s and over 65s,EUR,41.897054,12.472958,TRUE,,FALSE,,Historic Sights and Landmarks,,,,,TRUE,palazzo_braschi_rome_alamy_c39tep,"Interior, Palazzo Braschi",&#169;Alamy Images/Vito Arcomano,C39TEP,Alamy,Vito Arcomano,,,palazzo_braschi_rome_alamy_c3
rome_sight_0593,catalogue,Palazzo Capranica,"<p>One of Rome&rsquo;s small number of surviving 15th-century buildings, the <strong>Palazzo Capranica</strong> was commissioned by Cardinal Domenico Capranica both as his family residence and as a college for higher education. Its fortress-like appearance is a patchwork of subsequent additions, not unusual in the late 15th century, when Rome was still hovering between medieval and Renaissance styles. The Gothic-looking windows on the right of the building show the cardinal&rsquo;s coat of arms and the date 1451 is inscribed on the doorway underneath. The palazzo now houses a conference centre.</p>",EWTG_ROME113PALCAP,Piazza Capranica,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,,116,OPENING HOURS,,,,,,,,,,,,,,,EUR,41.9001117549966,12.477784279109,TRUE,,FALSE,,Historic Sights and Landmarks,"Historic Buildings, Streets and Piazzas | PIAZZA DELLA ROTONDA |",,,,TRUE,palazzo_capranica_rome_alamy_bpjwrh,Palazzo Capranica,&#169;Alamy Images/Lautaro,BPJWRH,Alamy,Lautaro,,,palazzo_capranica_rome_alamy_bp
rome_sight_0594,catalogue,Palazzo Cenci,"<p><strong>Palazzo Cenci </strong>belonged to the family of Beatrice Cenci, who was accused, together with her brothers and stepmother, of witchcraft and the murder of her tyrannical father. She was condemned to death and beheaded at Ponte Sant&rsquo;Angelo in 1599. Most of the original medieval palazzo has been demolished, and the building you see today dates back to the 1570s, though its rather forbidding appearance seems medieval. Heraldic half-moons decorate the main fa&ccedil;ade on Via del Progresso, while pretty balconies open on the opposite side where a medieval arch joins the palace to Palazzetto Cenci, designed by Martino Longhi the Elder. Inside is a traditional courtyard with an Ionic-style loggia; many of the rooms retain the original 16th-century decoration that the unfortunate Beatrice would have known as a child.</p>",EWTG_ROME152PALCEN,Vicolo dei Cenci,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,Arenula/cairoli,"63, 271, 780, 810, H, N8",Closed to the public,,,,,,,,,,,,,,,EUR,41.893089,12.475817,FALSE,,FALSE,,Historic Sights and Landmarks,CAMPO DE’ FIORI |,,,,,,,,,,,,,#VALUE!
rome_sight_0595,catalogue,Palazzo Colonna,"<p>Pope Martin V Colonna (reigned 1417&ndash;31) began building the <strong>Palazzo Colonna</strong>, but most of the structure dates from the 18th century. Today, the art gallery, built by Antonio del Grande between 1654 and 1665, is the only part open to the public. Up the stairs and through the antechamber there is a series of three gleaming marble rooms with prominent yellow columns, the Colonna family emblem (colonna means column). The ceiling frescoes celebrate Marcantonio Colonna&rsquo;s victory over the Turks at the Battle of Lepanto (1571). On the walls are 16th- to 18th-century paintings, including Annibale Carracci&rsquo;s <em>The Bean Eater</em>. The room of landscape paintings, many by Poussin&rsquo;s brother-in-law Gaspare Dughet, reflects the 18th-century taste of Cardinal Girolamo Colonna. Beyond is a room with a ceiling fresco of <em>The Apotheosis of Martin V</em>. The throne room has a chair reserved for visiting popes and a copy of Pisanello&rsquo;s portrait of Martin V. The gallery also offers a fine view of the private palace garden, site of the ruined Temple of Serapis.</p>","EWTG_ROME158PALCOL, TT_ROME112BESRES_007",Piazza dei Santi Apostoli 66,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 678 4350,,,,,,,,,www.galleriacolonna.it‎,,,,"H, 40, 64, 70, 170","9am–1:15pm Sat only or by appointment, closed Aug",Aug,,,,,,,,,,,,,,EUR,41.898154,12.483271,TRUE,,FALSE,,"Historic Sights and Landmarks, Art Galleries and Museums",,,,,TRUE,palazzo_colonna_rome_superstock_1848_542262,Palazzo Colonna ,&#169;Superstock/imagebroker.net,1848-542262,SuperStock,Imagebroker.net,,,palazzo_colonna_rome_superstock_1848_54
rome_sight_0599,catalogue,Palazzo Corsini,"<p>The history of <strong>Palazzo Corsini</strong> is intimately entwined with that of Rome. Built for Cardinal Domenico Riario in 1510&ndash;12, it has boasted among its many distinguished guests Bramante, the young Michelangelo, Erasmus and Queen Christina of Sweden, who died here in 1689. The old palazzo was completely rebuilt for Cardinal Neri Corsini by Ferdinando Fuga in 1736. As Via della Lungara is too narrow for a good frontal view, Fuga designed the fa&ccedil;ade so it could be seen from an angle.&nbsp;</p><p class=""p1"">Today, Palazzo Corsini houses the <strong>Galleria Nazionale d&rsquo;Arte Antica</strong>. This outstanding collection includes paintings by Rubens, Van Dyck, Murillo, Caravaggio and Guido Reni, together with 17th- and 18th-century Italian regional art. The palazzo is also home to the Accademia dei Lincei, a learned society founded in 1603, which once included Galileo among its members. In 1797 Palazzo Corsini was the backdrop to momentous events: French General Duphot (the fianc&eacute; of Napoleon&rsquo;s sister Pauline) was killed here in a skirmish between papal troops and Republicans. The consequent French occupation of the city and the deportation of Pope Pius VI led to the proclamation of a short-lived Roman Republic (1798&ndash;9).</p>",EWTG_ROME218PALCOR,Via della Lungara 10,Rome,00165,Trastevere & Janiculum Hill,,Italy,,06 680 2323,,,,,,,,,galleriacorsini.beniculturali.it,,,,"23, 280",8:30am–7:30pm Tue–Sun,,"1 Jan, 25 Dec",TRUE,,,TRUE,TRUE,,,,,,,,EUR,41.8933287633333,12.46693048,TRUE,,FALSE,,"Historic Sights and Landmarks, Art Galleries and Museums",,,,,TRUE,palazzo_corsini_rome_dk_AL230388,Palazzo Corsini,&#169;dkimages,AL230388,,,,,palazzo_corsini_rome_dk_AL23
rome_sight_0601,catalogue,Palazzo dei Convertendi,"<p>With the building of Via della Conciliazione in the 1930s, <strong>Palazzo dei Convertendi</strong> was taken down and later moved to this new site nearby. The house, partly attributed to the architect Bramante, is where the artist Raphael died in 1520.</p>",EWTG_ROME227PALDE1,Via della Conciliazione 43,Rome,00193,The Vatican,,Italy,,,,,,,,,,,,,,,"23, 34, 62, 64",Closed to the public,,,,,,,,,,,,,,,EUR,41.901958,12.460145,FALSE,,FALSE,,Historic Sights and Landmarks,VATICAN |,,,,,,,,,,,,,#VALUE!
rome_sight_0602,catalogue,Palazzo dei Penitenzieri,"<p>The <strong>Palazzo die Penitenzieri</strong> owes its name to the fact that the place was once home to the <em>penitenzieri</em> (confessors) of St Peter&rsquo;s. Now partly housing the Hotel Columbus, it was originally built by Cardinal Domenico della Rovere in 1480. The palazzo still bears the family&rsquo;s coat of arms, the oak tree (<em>rovere</em> means oak), on its graceful courtyard well-head. On the cardinal&rsquo;s death, the palazzo was acquired by Cardinal Francesco Alidosi, Pope Julius II della Rovere&rsquo;s favourite. Suspected of treason, the cardinal was murdered in 1511 by the pope&rsquo;s nephew, the Duke of Urbino, who took over the palazzo. A few of the rooms of the palazzo still contain beautiful frescoes.</p>",EWTG_ROME227PALDE2,Via della Conciliazione 33,Rome,00193,The Vatican,,Italy,,06 682 8121,,,,,,,,,,,,,"23, 34, 62, 64",by appointment (fax to 06 6880 2298 or email:gmag@oessh.va),,,,,,,,,,(donation) for groups. |,,,,,EUR,41.902139,12.461277,TRUE,,FALSE,,Historic Sights and Landmarks,VATICAN |,,,,,,,,,,,,,#VALUE!
rome_sight_0603,catalogue,Palazzo del Banco di Santo Spirito,"<p>Formerly the mint of papal Rome, <strong>Palazzo del Banco di Santo Spirito</strong> is often referred to as the Antica Zecca (old mint). The upper storeys of the fa&ccedil;ade, built by Antonio da Sangallo the Younger in the 1520s, are in the shape of a Roman triumphal arch. Above it stand two Baroque statues symbolizing Charity and Thrift, and in the centre of the arch above the main entrance an inscription records the founding of the Banco di Santo Spirito by Pope Paul V Borghese in 1605. Pope Paul was a very shrewd financier and he encouraged Romans to deposit their money at the bank by offering the vast estates of the <strong>Hospital of Santo Spirito</strong> as security. The system catered only for the rudimentary banking requirements of the population, but business was brisk as people deposited money here safe in the knowledge that they could get it out simply by presenting a chit. The hospital coffers also gained from the system. The Banco di Santo Spirito still exists, but is now part of the Banca di Roma.</p>",EWTG_ROME125PALDEL,Via del Banco di Santo Spirito,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,,"40, 46, 62, 64",Normal banking hours,,,,,,,,,,,,,,,EUR,41.8997104616099,12.466752708004,FALSE,,FALSE,,Historic Sights and Landmarks,"Historic Buildings, Streets and Piazzas | PIAZZA NAVONA |",,,,,,,,,,,,,#VALUE!
rome_sight_0605,catalogue,Palazzo del Collegio Romano,"<p>On the same block as the church of <strong>Sant&rsquo;Ignazio</strong> is the <strong>Palazzo del Collegio Romano</strong>, used by Jesuits as a college where many future bishops, cardinals and popes studied. The college closed down in 1870 and was turned into an ordinary school. The portals bear the coat of arms of its founder, Pope Gregory XIII of Boncompagni (reigned 1572&ndash;85). The fa&ccedil;ade is also adorned with a bell, a clock and two sundials. On the right is a tower built in 1787 as a meteorological observatory; until 1925 its time signal regulated all the clocks in the city.</p>",EWTG_ROME106PALDEL,Piazza del Collegio Romano,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,,"117, 119, 492",Closed to the public,,,,,,,,,,,,,,,EUR,41.898133,12.480398,FALSE,,FALSE,,Historic Sights and Landmarks,PIAZZA DELLA ROTONDA |,,,location: Piazza del Collegio Romano. |,,,,,,,,,,#VALUE!
rome_sight_0606,catalogue,Palazzo del Commendatore,"<p>The <strong>Palazzo del Commendatore</strong>, built next door to the <strong>Hospital of Santo Spirito</strong>, has a spacious 16th-century frescoed loggia. The frescoes represent the story of the founding of the Hospital of Santo Spirito. To the left of the entrance is the Spezieria, or Pharmacy. This still has the wheel used for grinding the bark of the cinchona tree to produce the drug quinine, first introduced here in 1632 by Jesuits from Peru as a cure for malaria. Above the courtyard is a splendid clock (1827). The dial is divided into six; it was not until 1846 that the division of the day into two periods of 12 hours was introduced in Rome by Pope Pius IX.</p>",EWTG_ROME227PALDEL,Borgo Santo Spirito 3,Rome,00193,The Vatican,,Italy,,06 6821 0854,,,,,,,,,,,,,"23, 34, 46, 62, 64",Closed for restoration; call 06 6821 0854 for information,,,,,,,,,,,,,,,EUR,41.9012992151776,12.461872635582,TRUE,,FALSE,,Historic Sights and Landmarks,"Historic Buildings, Streets and Piazzas | VATICAN |",,,,,,,,,,,,,#VALUE!
rome_sight_0607,catalogue,Palazzo del Monte di Pietà,"<p>The <strong>Palazzo del Monte di Piet&agrave; </strong>is a public institution, founded in 1539 by Pope Paul III Farnese as a pawnshop to staunch the usury then rampant in the city. The building still has offices and auction rooms for the sale of unredeemed goods. The stars with diagonal bands on the huge central plaque decorating the fa&ccedil;ade make up the coat of arms of Pope Clement VIII Aldobrandini, added when Carlo Maderno enlarged the palace in the 17th century. The clock on the left was added later. Within, the chapel is a jewel of Baroque architecture, adorned with gilded stucco, marble panelling and reliefs. The decoration makes a perfect setting for the sculptures by Domenico Guidi &ndash; a bust of San Carlo Borromeo and a relief of the Piet&agrave;. There are also splendid reliefs by Giovanni Battista Th&eacute;udon and Pierre Legros of biblical scenes illustrating the charitable nature of the institution.</p>",EWTG_ROME146PALMON,Piazza del Monte di Pietà 33,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 5441,,,,,,,,,,,,Arenula/cairoli,116,Chapel: by appointment; Ring well in advance (between 9am–noon),,,,,,,,,,,,,,,EUR,41.893988,12.473696,TRUE,,FALSE,,Historic Sights and Landmarks,CAMPO DE’ FIORI |,,,transport - tram: 8. |,TRUE,palazzo_del_monte_di_pieta_rome_dk_AL1036107,"Fountain with heraldic symbols of Pope Paul V, Palazzo del Monte di Pietà ",&#169;dkimages,AL1036107,,,,,palazzo_del_monte_di_pieta_rome_dk_AL103
